Date,Open,High,Low,Close
2012-05-18 20:30:00,42.05,45.0,38.0,38.2318
2012-05-21 20:30:00,36.53,36.66,33.0,34.03
2012-05-22 20:30:00,32.61,33.59,30.94,31.0
2012-05-23 20:30:00,31.37,32.5,31.36,32.0
2012-05-24 20:30:00,32.95,33.21001,31.77,33.03
2012-05-25 20:30:00,32.89999,32.95,31.11,31.91
2012-05-29 20:30:00,31.48,31.69,28.64999,28.84
2012-05-30 20:30:00,28.69501,29.55,27.86,28.19
2012-05-31 20:30:00,28.545,29.67,26.83,29.60001
2012-06-01 20:30:00,28.892,29.14999,27.39,27.72
2012-06-04 20:30:00,27.2,27.64999,26.44,26.89999
2012-06-05 20:30:00,26.7,27.75999,25.75,25.869
2012-06-06 20:30:00,26.07001,27.17,25.52,26.81
2012-06-07 20:30:00,27.0,27.35001,26.14999,26.31
2012-06-08 20:30:00,26.55,27.75999,26.44,27.10001
2012-06-11 20:30:00,27.17999,28.07001,26.83501,27.005
2012-06-12 20:30:00,27.48,27.77,26.96001,27.39999
2012-06-13 20:30:00,27.66,28.10001,27.10001,27.27
2012-06-14 20:30:00,27.64999,28.32001,27.38,28.28999
2012-06-15 20:30:00,28.505,30.10001,28.35001,30.01401
2012-06-18 20:30:00,29.955,32.08,29.41,31.41
2012-06-19 20:30:00,31.535,32.17999,30.7,31.911
2012-06-20 20:30:00,31.92,31.9288,31.14999,31.60001
2012-06-21 20:30:00,31.67,32.5,31.50999,31.84
2012-06-22 20:30:00,32.41,33.45,32.06,33.05
2012-06-25 20:30:00,32.86,33.02,31.55,32.06
2012-06-26 20:30:00,32.69,33.44,32.5,33.10001
2012-06-27 20:30:00,32.46001,32.89999,31.89999,32.23
2012-06-28 20:30:00,31.96001,32.19,30.89999,31.36
2012-06-29 20:30:00,31.92,31.99001,30.75999,31.095
2012-07-02 20:30:00,31.25,31.73,30.55,30.771
2012-07-03 20:30:00,30.91,31.44,30.8,31.2
2012-07-05 20:30:00,31.32001,31.625,31.02,31.47
2012-07-06 20:30:00,31.44,31.89999,31.25999,31.73
2012-07-09 20:30:00,32.10001,32.88,31.99001,32.17
2012-07-10 20:30:00,32.42999,32.48,31.1599,31.47
2012-07-11 20:30:00,31.48,31.56,30.55,30.97
2012-07-12 20:30:00,30.7,31.39999,30.60001,30.81
2012-07-13 20:30:00,31.03999,31.07001,30.56,30.72
2012-07-16 20:30:00,30.5,30.5,28.21001,28.245
2012-07-17 20:30:00,28.48,28.59,27.14999,28.09
2012-07-18 20:30:00,28.31,29.28999,28.14999,29.11
2012-07-19 20:30:00,29.41,29.5,28.63,29.0
2012-07-20 20:30:00,29.0,29.47,28.72,28.75999
