Date,Open,High,Low,Close
2021-01-04 21:30:00,274.65,274.66,270.01,271.24
2021-01-04 22:30:00,271.16,272.57,267.47,268.32
2021-01-04 23:30:00,268.1,269.0,265.25,266.95
2021-01-05 00:30:00,266.81,268.95,265.94,268.44
2021-01-05 01:30:00,268.39,269.75,268.085,269.28
2021-01-05 02:30:00,269.25,269.47,268.15,268.27
2021-01-05 03:30:00,268.25,270.13,268.01,268.98
2021-01-05 21:30:00,268.8,272.16,268.68,271.29
2021-01-05 22:30:00,271.3,272.1,270.78,271.65
2021-01-05 23:30:00,271.62,272.38,270.2,270.22
2021-01-06 00:30:00,270.27,270.75,269.61,270.32
2021-01-06 01:30:00,270.34,271.76,270.34,271.74
2021-01-06 02:30:00,271.72,272.04,270.78,270.82
2021-01-06 03:30:00,270.76,271.44,270.57,270.93
2021-01-06 21:30:00,261.61,266.73,260.01,266.54
2021-01-06 22:30:00,266.42,267.7,266.16,267.17
2021-01-06 23:30:00,267.23,267.23,265.1,265.78
2021-01-07 00:30:00,265.91,266.4,264.68,265.19
2021-01-07 01:30:00,265.22,266.6,264.76,265.0
2021-01-07 02:30:00,265.04,265.92,263.48,264.88
2021-01-07 03:30:00,264.83,265.14,263.0,263.32
2021-01-07 21:30:00,265.76,271.6,264.9,269.37
2021-01-07 22:30:00,269.52,270.1,267.82,269.28
2021-01-07 23:30:00,269.53,270.61,267.93,268.02
2021-01-08 00:30:00,268.06,269.03,267.6,267.89
2021-01-08 01:30:00,267.85,268.91,267.75,268.48
2021-01-08 02:30:00,268.5,269.78,268.12,269.76
2021-01-08 03:30:00,269.68,270.1,268.54,268.64
2021-01-08 21:30:00,268.28,268.88,263.37,263.8
2021-01-08 22:30:00,264.0,265.365,263.48,264.46
2021-01-08 23:30:00,264.44,267.13,263.695,266.11
2021-01-09 00:30:00,266.06,266.86,264.75,265.15
2021-01-09 01:30:00,265.18,265.85,264.15,265.83
2021-01-09 02:30:00,265.84,266.66,265.57,266.28
2021-01-09 03:30:00,266.29,268.0,266.12,267.51
2021-01-11 21:30:00,260.12,262.77,255.94,260.1
2021-01-11 22:30:00,260.16,261.08,259.43,260.19
2021-01-11 23:30:00,260.15,262.96,259.39,262.27
2021-01-12 00:30:00,262.465,263.39,260.12,260.29
2021-01-12 01:30:00,260.285,260.66,258.11,258.39
2021-01-12 02:30:00,258.38,258.85,256.54,256.55
2021-01-12 03:30:00,256.52,258.31,256.17,256.84
2021-01-12 21:30:00,256.61,259.62,253.4,253.42
2021-01-12 22:30:00,253.38,255.12,252.69,253.53
2021-01-12 23:30:00,253.62,253.79,250.3,251.01
2021-01-13 00:30:00,251.18,252.53,250.785,252.46
2021-01-13 01:30:00,252.4,253.23,251.79,252.15
2021-01-13 02:30:00,252.13,252.8,251.23,251.23
2021-01-13 03:30:00,251.24,251.78,250.65,250.89
2021-01-13 21:30:00,251.5,252.55,249.25,252.45
2021-01-13 22:30:00,252.47,253.94,252.27,252.82
2021-01-13 23:30:00,252.8,253.3,250.94,251.69
2021-01-14 00:30:00,251.67,251.96,251.035,251.41
2021-01-14 01:30:00,251.42,252.42,251.115,251.95
2021-01-14 02:30:00,252.0,252.61,251.5,251.63
2021-01-14 03:30:00,251.7,252.34,251.3,251.51
2021-01-14 21:30:00,253.34,255.0,250.14,250.59
2021-01-14 22:30:00,250.79,251.66,250.0,250.64
2021-01-14 23:30:00,250.65,250.685,247.86,247.94
2021-01-15 00:30:00,247.95,249.22,246.41,248.54
2021-01-15 01:30:00,248.53,249.185,247.3,247.88
2021-01-15 02:30:00,248.0,248.15,245.84,246.26
2021-01-15 03:30:00,246.25,246.97,244.65,245.83
2021-01-15 21:30:00,247.96,252.38,247.17,250.53
2021-01-15 22:30:00,250.67,253.49,250.45,253.47
2021-01-15 23:30:00,253.3,253.86,252.36,252.97
2021-01-16 00:30:00,252.66,253.0,251.625,251.81
2021-01-16 01:30:00,251.89,252.46,251.25,251.73
2021-01-16 02:30:00,251.73,252.06,250.86,251.25
2021-01-16 03:30:00,251.25,252.5,251.0,251.52
2021-01-19 21:30:00,256.83,257.6,252.76,254.41
2021-01-19 22:30:00,254.36,255.59,253.85,255.18
2021-01-19 23:30:00,255.22,257.59,255.14,257.59
2021-01-20 00:30:00,257.62,258.98,257.58,258.61
2021-01-20 01:30:00,258.58,260.37,258.56,260.29
2021-01-20 02:30:00,260.28,261.96,259.88,261.75
2021-01-20 03:30:00,261.75,262.19,261.11,261.12
2021-01-20 21:30:00,268.71,269.49,263.64,265.05
2021-01-20 22:30:00,264.86,267.71,264.16,267.64
2021-01-20 23:30:00,267.63,268.81,266.83,268.49
2021-01-21 00:30:00,268.48,270.28,268.43,269.86
2021-01-21 01:30:00,269.9,270.12,268.32,269.21
2021-01-21 02:30:00,269.15,269.83,268.84,269.51
2021-01-21 03:30:00,269.47,269.63,267.18,267.44
2021-01-21 21:30:00,269.26,272.56,267.57,271.38
2021-01-21 22:30:00,271.46,273.51,271.3,272.275
2021-01-21 23:30:00,272.29,273.25,271.3,271.43
2021-01-22 00:30:00,271.35,272.72,271.26,272.72
2021-01-22 01:30:00,272.69,272.86,270.75,272.06
2021-01-22 02:30:00,272.025,273.17,271.93,272.98
2021-01-22 03:30:00,272.94,273.39,272.45,272.9
2021-01-22 21:30:00,272.01,278.44,272.0,276.34
2021-01-22 22:30:00,276.28,277.23,275.8,276.16
2021-01-22 23:30:00,276.17,276.81,275.16,276.19
2021-01-23 00:30:00,276.24,276.53,275.25,275.73
2021-01-23 01:30:00,275.67,276.4,274.95,276.01
2021-01-23 02:30:00,276.02,276.17,274.46,274.65
2021-01-23 03:30:00,274.62,275.27,274.44,274.44
2021-01-25 21:30:00,278.21,280.01,275.8,276.53
2021-01-25 22:30:00,276.44,276.795,271.6,273.81
2021-01-25 23:30:00,274.07,275.93,273.62,274.68
2021-01-26 00:30:00,274.53,277.71,274.43,276.92
2021-01-26 01:30:00,276.92,277.28,276.15,276.85
2021-01-26 02:30:00,276.85,277.67,276.445,276.445
2021-01-26 03:30:00,276.43,278.2,276.31,278.09
2021-01-26 21:30:00,278.125,282.59,277.84,282.42
2021-01-26 22:30:00,282.36,285.37,282.05,282.6
2021-01-26 23:30:00,282.63,283.52,282.08,283.08
2021-01-27 00:30:00,283.21,283.29,281.6,282.42
2021-01-27 01:30:00,282.66,283.29,282.5,283.17
2021-01-27 02:30:00,283.16,284.04,281.91,283.52
