Date,Open,High,Low,Close
2018-01-02 21:30:00,2683.73,2692.39,2682.36,2690.35
2018-01-03 00:30:00,2690.34,2693.06,2688.64,2692.93
2018-01-03 03:30:00,2692.96,2695.89,2691.43,2695.79
2018-01-03 21:30:00,2697.85,2708.66,2697.77,2708.26
2018-01-04 00:30:00,2708.27,2712.5,2707.67,2711.42
2018-01-04 03:30:00,2711.41,2714.37,2711.28,2713.06
2018-01-04 21:30:00,2719.31,2729.29,2719.07,2724.74
2018-01-05 00:30:00,2724.76,2728.03,2724.29,2726.5
2018-01-05 03:30:00,2726.5,2726.5,2723.46,2723.99
2018-01-05 21:30:00,2731.33,2734.8,2727.92,2734.4
2018-01-06 00:30:00,2734.42,2738.62,2731.81,2738.62
2018-01-06 03:30:00,2738.62,2743.45,2738.55,2743.15
2018-01-08 21:30:00,2742.28,2743.84,2737.6,2743.48
2018-01-09 00:30:00,2743.5,2748.14,2742.57,2745.69
2018-01-09 03:30:00,2745.68,2748.51,2745.34,2747.71
2018-01-09 21:30:00,2751.15,2757.83,2747.86,2754.93
2018-01-10 00:30:00,2754.92,2759.14,2753.02,2753.02
2018-01-10 03:30:00,2753.01,2756.91,2750.17,2751.29
2018-01-10 21:30:00,2745.55,2748.63,2736.06,2747.14
2018-01-11 00:30:00,2747.15,2750.8,2743.31,2744.92
2018-01-11 03:30:00,2744.92,2748.59,2744.69,2748.23
2018-01-11 21:30:00,2752.97,2760.78,2752.78,2760.22
2018-01-12 00:30:00,2760.24,2764.78,2760.24,2763.77
2018-01-12 03:30:00,2763.78,2767.56,2762.65,2767.56
2018-01-12 21:30:00,2770.18,2784.51,2769.64,2781.73
2018-01-13 00:30:00,2781.73,2785.64,2780.6,2782.95
2018-01-13 03:30:00,2782.95,2787.85,2782.95,2786.24
2018-01-16 21:30:00,2798.96,2807.54,2790.18,2792.48
2018-01-17 00:30:00,2792.54,2792.9,2768.64,2781.81
2018-01-17 03:30:00,2781.8,2782.34,2775.3,2776.42
2018-01-17 21:30:00,2784.99,2793.51,2778.38,2793.01
2018-01-18 00:30:00,2793.0,2807.04,2792.93,2802.87
2018-01-18 03:30:00,2802.88,2806.02,2800.12,2802.56
2018-01-18 21:30:00,2802.4,2804.61,2792.56,2798.76
2018-01-19 00:30:00,2798.75,2805.83,2796.38,2799.69
2018-01-19 03:30:00,2799.7,2799.7,2795.4,2798.03
2018-01-19 21:30:00,2802.6,2806.36,2798.08,2802.28
2018-01-20 00:30:00,2802.27,2809.36,2801.09,2809.13
2018-01-20 03:30:00,2809.27,2810.33,2807.24,2810.3
2018-01-22 21:30:00,2809.16,2824.14,2808.12,2823.91
2018-01-23 00:30:00,2823.76,2826.02,2821.21,2825.38
2018-01-23 03:30:00,2825.37,2833.03,2824.84,2832.97
2018-01-23 21:30:00,2835.05,2842.24,2830.59,2836.97
2018-01-24 00:30:00,2836.96,2841.26,2834.99,2839.13
2018-01-24 03:30:00,2839.13,2841.59,2838.6,2839.13
2018-01-24 21:30:00,2845.42,2852.97,2832.44,2834.26
2018-01-25 00:30:00,2834.29,2843.77,2824.81,2839.46
2018-01-25 03:30:00,2839.44,2843.84,2837.25,2837.54
2018-01-25 21:30:00,2846.24,2848.56,2833.67,2844.85
2018-01-26 00:30:00,2844.87,2845.71,2830.94,2837.52
2018-01-26 03:30:00,2837.54,2839.97,2835.84,2839.25
2018-01-26 21:30:00,2847.56,2855.46,2846.18,2854.97
2018-01-27 00:30:00,2854.98,2866.66,2854.16,2865.8
2018-01-27 03:30:00,2865.81,2872.87,2865.25,2872.87
2018-01-29 21:30:00,2867.23,2870.62,2854.83,2862.93
2018-01-30 00:30:00,2862.93,2867.45,2857.77,2857.84
2018-01-30 03:30:00,2857.82,2859.23,2851.48,2853.53
2018-01-30 21:30:00,2830.75,2837.75,2818.27,2824.5
2018-01-31 00:30:00,2824.51,2830.91,2819.76,2826.78
2018-01-31 03:30:00,2826.81,2830.18,2822.42,2822.43
2018-01-31 21:30:00,2832.41,2839.26,2824.48,2827.45
2018-02-01 00:30:00,2827.46,2833.38,2813.04,2820.34
2018-02-01 03:30:00,2820.33,2830.76,2820.23,2823.81
2018-02-01 21:30:00,2816.45,2835.06,2814.43,2832.09
2018-02-02 00:30:00,2832.1,2835.96,2816.54,2819.01
2018-02-02 03:30:00,2819.0,2822.42,2812.7,2821.98
2018-02-02 21:30:00,2806.89,2807.22,2786.69,2796.05
2018-02-03 00:30:00,2796.08,2796.09,2762.05,2770.01
2018-02-03 03:30:00,2769.77,2772.3,2759.97,2762.13
2018-02-05 21:30:00,2737.75,2763.39,2733.04,2738.21
2018-02-06 00:30:00,2738.25,2743.88,2638.17,2696.92
2018-02-06 03:30:00,2696.54,2698.46,2648.43,2648.94
2018-02-06 21:30:00,2606.08,2682.1,2593.07,2658.59
2018-02-07 00:30:00,2658.47,2693.83,2627.57,2685.05
2018-02-07 03:30:00,2685.15,2701.04,2677.61,2695.14
2018-02-07 21:30:00,2690.95,2727.67,2684.43,2717.19
2018-02-08 00:30:00,2717.22,2718.11,2684.64,2707.04
2018-02-08 03:30:00,2707.02,2711.34,2681.33,2681.66
2018-02-08 21:30:00,2685.01,2685.27,2630.33,2635.07
2018-02-09 00:30:00,2635.48,2650.73,2615.51,2623.36
2018-02-09 03:30:00,2623.29,2626.37,2580.56,2581.0
2018-02-09 21:30:00,2601.78,2619.47,2551.42,2551.42
2018-02-10 00:30:00,2551.41,2610.0,2532.69,2594.77
2018-02-10 03:30:00,2594.85,2638.67,2593.66,2619.55
2018-02-12 21:30:00,2636.75,2661.68,2622.45,2658.93
